 - : 1, 0s, 949.59hPa, 26.99°C, 545.00m; (sol) 
 - : 1351, 829s, 948.98hPa, 37.11°C, 551.00m; (sol) 
 - : 1352, 830s, 948.93hPa, 37.12°C, 551.00m; (sol) 
 - : 1353, 831s, 948.97hPa, 37.12°C, 550.00m; (sol) 
 - : 1354, 831s, 948.92hPa, 37.12°C, 551.00m; (sol) 
 - : 1355, 832s, 949.00hPa, 37.14°C, 550.00m; (sol) 
 - : 1356, 832s, 949.00hPa, 37.14°C, 551.00m; (sol) 
 - : 1357, 833s, 948.89hPa, 37.14°C, 551.00m; (sol) 
 - : 1358, 834s, 948.97hPa, 37.16°C, 550.00m; (sol) 
 - : 1359, 834s, 948.98hPa, 37.17°C, 551.00m; (sol) 
 - : 1360, 835s, 948.96hPa, 37.17°C, 550.00m; (sol) 
 - : 1361, 835s, 948.97hPa, 37.18°C, 551.00m; (sol) 
 - : 1362, 836s, 948.95hPa, 37.19°C, 550.00m; (sol) 
 - : 1363, 837s, 948.96hPa, 37.19°C, 551.00m; (sol) 
 - : 1364, 837s, 948.97hPa, 37.20°C, 551.00m; (sol) 
 - : 1365, 838s, 948.98hPa, 37.20°C, 551.00m; (sol) 
 - : 1366, 838s, 948.99hPa, 37.21°C, 550.00m; (sol) 
 - : 1367, 839s, 948.95hPa, 37.23°C, 550.00m; (sol) 
 - : 1368, 840s, 949.03hPa, 37.24°C, 551.00m; (sol) 
 - : 1369, 840s, 949.00hPa, 37.24°C, 550.00m; (sol) 
 - : 1370, 841s, 948.94hPa, 37.24°C, 550.00m; (sol) 
 - : 1371, 841s, 948.96hPa, 37.25°C, 550.00m; (sol) 
 - : 1372, 842s, 948.95hPa, 37.27°C, 550.00m; (sol) 
 - : 1373, 843s, 949.01hPa, 37.27°C, 551.00m; (sol) 
 - : 1374, 843s, 949.02hPa, 37.27°C, 551.00m; (sol) 
 - : 1375, 844s, 949.00hPa, 37.28°C, 550.00m; (sol) 
 - : 1376, 845s, 949.11hPa, 37.29°C, 550.00m; (sol) 
 - : 1377, 845s, 948.94hPa, 37.30°C, 551.00m; (sol) 
 - : 1378, 846s, 948.98hPa, 37.30°C, 551.00m; (sol) 
 - : 1379, 846s, 949.03hPa, 37.32°C, 550.00m; (sol) 
 - : 1380, 847s, 948.94hPa, 37.32°C, 550.00m; (sol) 
 - : 1381, 848s, 949.03hPa, 37.32°C, 550.00m; (sol) 
 - : 1382, 848s, 948.97hPa, 37.32°C, 551.00m; (sol) 
 - : 1383, 849s, 949.27hPa, 37.31°C, 548.00m; (sol) 
 - : 1384, 849s, 949.27hPa, 37.32°C, 548.00m; (sol) 
 - : 1385, 850s, 949.22hPa, 37.35°C, 548.00m; (sol) 
 - : 1386, 851s, 949.29hPa, 37.30°C, 548.00m; (sol) 
 - : 1387, 851s, 949.14hPa, 37.30°C, 549.00m; (sol) 
 - : 1388, 852s, 949.16hPa, 37.31°C, 549.00m; (sol) 
 - : 1389, 852s, 949.10hPa, 37.33°C, 550.00m; (sol) 
 - : 1390, 853s, 949.15hPa, 37.32°C, 549.00m; (sol) 
 - : 1391, 854s, 948.82hPa, 37.28°C, 552.00m; (sol) 
 - : 1392, 854s, 948.82hPa, 37.27°C, 552.00m; (sol) 
 - : 1393, 855s, 948.84hPa, 37.27°C, 552.00m; (sol) 
 - : 1394, 856s, 948.84hPa, 37.29°C, 552.00m; (sol) 
 - : 1395, 856s, 948.74hPa, 37.28°C, 552.00m; (sol) 
 - : 1396, 857s, 948.81hPa, 37.27°C, 552.00m; (sol) 
 - : 1397, 857s, 948.87hPa, 37.25°C, 552.00m; (sol) 
 - : 1398, 858s, 948.84hPa, 37.23°C, 552.00m; (sol) 
 - : 1399, 859s, 948.78hPa, 37.23°C, 552.00m; (sol) 
 - : 1400, 859s, 948.79hPa, 37.21°C, 552.00m; (sol) 
 - : 1401, 860s, 948.76hPa, 37.21°C, 553.00m; (sol) 
 - : 1402, 860s, 948.92hPa, 37.20°C, 552.00m; (sol) 
 - : 1403, 861s, 948.84hPa, 37.17°C, 551.00m; (sol) 
 - : 1404, 862s, 948.89hPa, 37.16°C, 552.00m; (sol) 
 - : 1405, 862s, 948.82hPa, 37.18°C, 552.00m; (sol) 
 - : 1406, 863s, 948.86hPa, 37.17°C, 552.00m; (sol) 
 - : 1407, 864s, 948.75hPa, 37.17°C, 552.00m; (sol) 
 - : 1408, 864s, 948.80hPa, 37.16°C, 552.00m; (sol) 
 - : 1409, 865s, 948.84hPa, 37.15°C, 552.00m; (sol) 
 - : 1410, 865s, 948.84hPa, 37.13°C, 552.00m; (sol) 
 - : 1411, 866s, 948.82hPa, 37.12°C, 552.00m; (sol) 
 - : 1412, 867s, 948.77hPa, 37.10°C, 552.00m; (sol) 
 - : 1413, 867s, 948.80hPa, 37.11°C, 553.00m; (sol) 
 - : 1414, 868s, 948.86hPa, 37.07°C, 552.00m; (sol) 
 - : 1415, 869s, 948.83hPa, 37.04°C, 552.00m; (sol) 
 - : 1416, 869s, 948.83hPa, 37.04°C, 552.00m; (sol) 
 - : 1417, 870s, 948.70hPa, 37.02°C, 553.00m; (sol) 
 - : 1418, 870s, 948.60hPa, 37.01°C, 554.00m; (sol) 
 - : 1419, 871s, 948.70hPa, 36.98°C, 553.00m; (sol) 
 - : 1420, 872s, 948.80hPa, 36.93°C, 552.00m; (sol) 
 - : 1421, 872s, 948.81hPa, 36.89°C, 553.00m; (sol) 
 - : 1422, 873s, 948.80hPa, 36.83°C, 552.00m; (sol) 
 - : 1423, 874s, 948.87hPa, 36.77°C, 553.00m; (sol) 
 - : 1424, 874s, 948.75hPa, 36.71°C, 552.00m; (sol) 
 - : 1425, 875s, 948.78hPa, 36.66°C, 551.00m; (sol) 
 - : 1426, 875s, 948.81hPa, 36.59°C, 552.00m; (sol) 
 - : 1427, 876s, 948.76hPa, 36.54°C, 553.00m; (sol) 
 - : 1428, 877s, 948.70hPa, 36.48°C, 552.00m; (sol) 
 - : 1429, 877s, 948.72hPa, 36.39°C, 553.00m; (sol) 
 - : 1430, 878s, 948.59hPa, 36.31°C, 554.00m; (sol) 
 - : 1431, 878s, 948.57hPa, 36.25°C, 554.00m; (sol) 
 - : 1432, 879s, 948.50hPa, 36.22°C, 554.00m; (sol) 
 - : 1433, 880s, 948.57hPa, 36.20°C, 554.00m; (sol) 
 - : 1434, 880s, 948.67hPa, 36.18°C, 553.00m; (sol) 
 - : 1435, 881s, 948.72hPa, 36.15°C, 553.00m; (sol) 
 - : 1436, 881s, 948.72hPa, 36.08°C, 553.00m; (sol) 
 - : 1437, 882s, 948.68hPa, 36.01°C, 553.00m; (sol) 
 - : 1438, 883s, 948.73hPa, 35.93°C, 552.00m; (sol) 
 - : 1439, 883s, 948.84hPa, 35.84°C, 551.00m; (sol) 
 - : 1440, 884s, 948.85hPa, 35.79°C, 552.00m; (sol) 
 - : 1441, 885s, 948.74hPa, 35.74°C, 552.00m; (sol) 
 - : 1442, 885s, 948.75hPa, 35.70°C, 552.00m; (sol) 
 - : 1443, 886s, 948.80hPa, 35.69°C, 552.00m; (sol) 
 - : 1444, 886s, 948.72hPa, 35.68°C, 553.00m; (sol) 
 - : 1445, 887s, 948.74hPa, 35.66°C, 553.00m; (sol) 
 - : 1446, 888s, 948.89hPa, 35.60°C, 551.00m; (sol) 
 - : 1447, 888s, 949.00hPa, 35.57°C, 551.00m; (sol) 
 - : 1448, 889s, 949.01hPa, 35.52°C, 550.00m; (sol) 
 - : 1449, 889s, 949.00hPa, 35.47°C, 550.00m; (sol) 
 - : 1450, 890s, 949.03hPa, 35.46°C, 550.00m; (sol) 
 - : 1451, 891s, 949.02hPa, 35.43°C, 550.00m; (sol) 
 - : 1452, 891s, 948.92hPa, 35.42°C, 551.00m; (sol) 
 - : 1453, 892s, 949.08hPa, 35.41°C, 551.00m; (sol) 
 - : 1454, 892s, 948.96hPa, 35.41°C, 551.00m; (sol) 
 - : 1455, 893s, 949.00hPa, 35.38°C, 550.00m; (sol) 
 - : 1456, 894s, 949.03hPa, 35.38°C, 551.00m; (sol) 
 - : 1457, 894s, 949.12hPa, 35.36°C, 549.00m; (sol) 
 - : 1458, 895s, 949.06hPa, 35.34°C, 550.00m; (sol) 
 - : 1459, 895s, 949.06hPa, 35.32°C, 549.00m; (sol) 
 - : 1460, 896s, 949.05hPa, 35.29°C, 549.00m; (sol) 
 - : 1461, 897s, 949.11hPa, 35.27°C, 550.00m; (sol) 
 - : 1462, 897s, 949.02hPa, 35.23°C, 550.00m; (sol) 
 - : 1463, 898s, 949.06hPa, 35.20°C, 550.00m; (sol) 
 - : 1464, 899s, 949.03hPa, 35.18°C, 550.00m; (sol) 
 - : 1465, 899s, 948.96hPa, 35.17°C, 551.00m; (sol) 
 - : 1466, 900s, 948.85hPa, 35.14°C, 551.00m; (sol) 
 - : 1467, 900s, 948.95hPa, 35.11°C, 551.00m; (sol) 
 - : 1468, 901s, 948.95hPa, 35.09°C, 551.00m; (sol) 
 - : 1469, 902s, 948.90hPa, 35.05°C, 551.00m; (sol) 
 - : 1470, 902s, 948.94hPa, 35.04°C, 551.00m; (sol) 
 - : 1471, 903s, 949.00hPa, 35.02°C, 550.00m; (sol) 
 - : 1472, 903s, 948.97hPa, 35.00°C, 551.00m; (sol) 
 - : 1473, 904s, 948.96hPa, 34.95°C, 551.00m; (sol) 
 - : 1474, 905s, 948.97hPa, 34.92°C, 551.00m; (sol) 
 - : 1475, 905s, 949.04hPa, 34.91°C, 550.00m; (sol) 
 - : 1476, 906s, 948.98hPa, 34.87°C, 550.00m; (sol) 
 - : 1477, 907s, 948.99hPa, 34.84°C, 550.00m; (sol) 
 - : 1478, 907s, 948.93hPa, 34.80°C, 551.00m; (sol) 
 - : 1479, 908s, 948.96hPa, 34.76°C, 551.00m; (sol) 
 - : 1480, 908s, 948.94hPa, 34.73°C, 551.00m; (sol) 
 - : 1481, 909s, 949.00hPa, 34.72°C, 550.00m; (sol) 
 - : 1482, 910s, 949.05hPa, 34.70°C, 550.00m; (sol) 
 - : 1483, 910s, 948.98hPa, 34.68°C, 550.00m; (sol) 
 - : 1484, 911s, 949.08hPa, 34.66°C, 549.00m; (sol) 
 - : 1485, 912s, 949.02hPa, 34.64°C, 550.00m; (sol) 
 - : 1486, 912s, 949.12hPa, 34.61°C, 549.00m; (sol) 
 - : 1487, 913s, 949.11hPa, 34.58°C, 550.00m; (sol) 
 - : 1488, 913s, 949.11hPa, 34.55°C, 550.00m; (sol) 
 - : 1489, 914s, 949.13hPa, 34.52°C, 549.00m; (sol) 
 - : 1490, 915s, 949.14hPa, 34.51°C, 549.00m; (sol) 
 - : 1491, 915s, 949.04hPa, 34.48°C, 550.00m; (sol) 
 - : 1492, 916s, 949.13hPa, 34.44°C, 549.00m; (sol) 
 - : 1493, 916s, 949.11hPa, 34.40°C, 549.00m; (sol) 
 - : 1494, 917s, 949.30hPa, 34.38°C, 548.00m; (sol) 
 - : 1495, 918s, 949.02hPa, 34.35°C, 550.00m; (sol) 
 - : 1496, 918s, 949.19hPa, 34.31°C, 549.00m; (sol) 
 - : 1497, 919s, 949.18hPa, 34.26°C, 549.00m; (sol) 
 - : 1498, 920s, 949.14hPa, 34.21°C, 549.00m; (sol) 
 - : 1499, 920s, 949.04hPa, 34.18°C, 550.00m; (sol) 
 - : 1500, 921s, 949.12hPa, 34.16°C, 549.00m; (sol) 
 - : 1501, 921s, 949.11hPa, 34.11°C, 549.00m; (sol) 
 - : 1502, 922s, 949.17hPa, 34.05°C, 549.00m; (sol) 
 - : 1503, 923s, 949.14hPa, 34.01°C, 549.00m; (sol) 
 - : 1504, 923s, 949.12hPa, 33.96°C, 548.00m; (sol) 
 - : 1505, 924s, 949.16hPa, 33.93°C, 549.00m; (sol) 
 - : 1506, 925s, 949.11hPa, 33.90°C, 549.00m; (sol) 
 - : 1507, 925s, 949.13hPa, 33.89°C, 549.00m; (sol) 
 - : 1508, 926s, 949.22hPa, 33.87°C, 549.00m; (sol) 
 - : 1509, 926s, 949.31hPa, 33.81°C, 547.00m; (sol) 
 - : 1510, 927s, 949.21hPa, 33.80°C, 548.00m; (sol) 
 - : 1511, 928s, 949.27hPa, 33.81°C, 548.00m; (sol) 
 - : 1512, 928s, 949.30hPa, 33.79°C, 548.00m; (sol) 
 - : 1513, 929s, 949.54hPa, 33.79°C, 545.00m; (sol) 
 - : 1514, 929s, 949.17hPa, 33.78°C, 548.00m; (sol) 
 - : 1515, 930s, 949.28hPa, 33.78°C, 547.00m; (sol) 
 - : 1516, 931s, 949.22hPa, 33.75°C, 548.00m; (sol) 
 - : 1517, 931s, 949.13hPa, 33.73°C, 548.00m; (sol) 
 - : 1518, 932s, 949.32hPa, 33.72°C, 548.00m; (sol) 
 - : 1519, 932s, 949.21hPa, 33.72°C, 548.00m; (sol) 
 - : 1520, 933s, 949.21hPa, 33.71°C, 549.00m; (sol) 
 - : 1521, 934s, 949.20hPa, 33.68°C, 548.00m; (sol) 
 - : 1522, 934s, 949.20hPa, 33.66°C, 548.00m; (sol) 
 - : 1523, 935s, 949.37hPa, 33.64°C, 547.00m; (sol) 
 - : 1524, 935s, 949.18hPa, 33.63°C, 548.00m; (sol) 
 - : 1525, 936s, 949.32hPa, 33.60°C, 548.00m; (sol) 
 - : 1526, 937s, 949.28hPa, 33.56°C, 547.00m; (sol) 
 - : 1527, 937s, 949.16hPa, 33.44°C, 549.00m; (sol) 
 - : 1528, 938s, 949.21hPa, 33.47°C, 548.00m; (sol) 
 - : 1529, 938s, 949.30hPa, 33.48°C, 548.00m; (sol) 
 - : 1530, 939s, 949.27hPa, 33.45°C, 548.00m; (sol) 
 - : 1531, 940s, 949.28hPa, 33.44°C, 548.00m; (sol) 
 - : 1532, 940s, 949.18hPa, 33.43°C, 548.00m; (sol) 
 - : 1533, 941s, 949.26hPa, 33.42°C, 548.00m; (sol) 
 - : 1534, 942s, 949.27hPa, 33.40°C, 547.00m; (sol) 
 - : 1535, 942s, 949.27hPa, 33.40°C, 548.00m; (sol) 
 - : 1536, 943s, 949.29hPa, 33.39°C, 548.00m; (sol) 
 - : 1537, 943s, 949.26hPa, 33.37°C, 549.00m; (sol) 
 - : 1538, 944s, 949.16hPa, 33.32°C, 551.00m; (sol) 
 - : 1539, 945s, 949.27hPa, 33.31°C, 547.00m; (sol) 
 - : 1540, 945s, 949.36hPa, 33.32°C, 548.00m; (sol) 
 - : 1541, 946s, 949.33hPa, 33.30°C, 548.00m; (sol) 
 - : 1542, 946s, 949.33hPa, 33.27°C, 548.00m; (sol) 
 - : 1543, 947s, 949.26hPa, 33.25°C, 547.00m; (sol) 
 - : 1544, 948s, 949.31hPa, 33.27°C, 548.00m; (sol) 
 - : 1545, 948s, 949.35hPa, 33.23°C, 548.00m; (sol) 
 - : 1546, 949s, 949.27hPa, 33.20°C, 547.00m; (sol) 
 - : 1547, 949s, 949.38hPa, 33.19°C, 547.00m; (sol) 
 - : 1548, 950s, 949.30hPa, 33.18°C, 547.00m; (sol) 
 - : 1549, 951s, 949.31hPa, 33.17°C, 547.00m; (sol) 
 - : 1550, 951s, 949.29hPa, 33.15°C, 548.00m; (sol) 
 - : 1551, 952s, 949.30hPa, 33.14°C, 547.00m; (sol) 
 - : 1552, 953s, 949.35hPa, 33.12°C, 547.00m; (sol) 
 - : 1553, 953s, 949.28hPa, 33.09°C, 548.00m; (sol) 
 - : 1554, 954s, 949.37hPa, 33.07°C, 547.00m; (sol) 
 - : 1555, 954s, 949.40hPa, 33.05°C, 547.00m; (sol) 
 - : 1556, 955s, 949.37hPa, 33.05°C, 547.00m; (sol) 
 - : 1557, 956s, 949.48hPa, 33.04°C, 547.00m; (sol) 
 - : 1558, 956s, 949.34hPa, 33.03°C, 547.00m; (sol) 
 - : 1559, 957s, 949.34hPa, 33.01°C, 547.00m; (sol) 
 - : 1560, 958s, 949.34hPa, 32.97°C, 547.00m; (sol) 
 - : 1561, 958s, 949.38hPa, 32.94°C, 547.00m; (sol) 
 - : 1562, 959s, 949.40hPa, 32.87°C, 546.00m; (sol) 
 - : 1563, 959s, 949.37hPa, 32.89°C, 548.00m; (sol) 
 - : 1564, 960s, 949.29hPa, 32.88°C, 547.00m; (sol) 
 - : 1565, 961s, 949.43hPa, 32.85°C, 546.00m; (sol) 
 - : 1566, 961s, 949.39hPa, 32.79°C, 547.00m; (sol) 
 - : 1567, 962s, 949.40hPa, 32.77°C, 547.00m; (sol) 
 - : 1568, 963s, 949.35hPa, 32.74°C, 547.00m; (sol) 
 - : 1569, 963s, 949.39hPa, 32.69°C, 547.00m; (sol) 
 - : 1570, 964s, 949.50hPa, 32.58°C, 546.00m; (sol) 
 - : 1571, 964s, 949.42hPa, 32.57°C, 547.00m; (sol) 
 - : 1572, 965s, 949.33hPa, 32.47°C, 547.00m; (sol) 
 - : 1573, 966s, 949.36hPa, 32.43°C, 547.00m; (sol) 
 - : 1574, 966s, 949.44hPa, 32.37°C, 548.00m; (sol) 
 - : 1575, 967s, 949.45hPa, 32.36°C, 546.00m; (sol) 
 - : 1576, 967s, 949.42hPa, 32.37°C, 547.00m; (sol) 
 - : 1577, 968s, 949.28hPa, 32.34°C, 548.00m; (sol) 
 - : 1578, 969s, 949.39hPa, 32.26°C, 547.00m; (sol) 
 - : 1579, 969s, 949.35hPa, 32.21°C, 547.00m; (sol) 
 - : 1580, 970s, 949.46hPa, 32.11°C, 547.00m; (sol) 
 - : 1581, 971s, 949.28hPa, 32.05°C, 548.00m; (sol) 
 - : 1582, 971s, 949.34hPa, 32.03°C, 547.00m; (sol) 
 - : 1583, 972s, 949.29hPa, 31.99°C, 547.00m; (sol) 
 - : 1584, 972s, 949.34hPa, 31.97°C, 547.00m; (sol) 
 - : 1585, 973s, 949.40hPa, 31.88°C, 547.00m; (sol) 
 - : 1586, 974s, 949.33hPa, 31.83°C, 547.00m; (sol) 
 - : 1587, 974s, 949.34hPa, 31.80°C, 548.00m; (sol) 
 - : 1588, 975s, 949.41hPa, 31.78°C, 547.00m; (sol) 
 - : 1589, 975s, 949.46hPa, 31.78°C, 546.00m; (sol) 
 - : 1590, 976s, 949.30hPa, 31.75°C, 548.00m; (sol) 
 - : 1591, 977s, 949.37hPa, 31.72°C, 547.00m; (sol) 
 - : 1592, 977s, 949.37hPa, 31.68°C, 547.00m; (sol) 
 - : 1593, 978s, 949.46hPa, 31.62°C, 547.00m; (sol) 
 - : 1594, 978s, 949.30hPa, 31.55°C, 548.00m; (sol) 
 - : 1595, 979s, 949.35hPa, 31.51°C, 547.00m; (sol) 
 - : 1596, 980s, 949.41hPa, 31.43°C, 547.00m; (sol) 
 - : 1597, 980s, 949.43hPa, 31.40°C, 547.00m; (sol) 
 - : 1598, 981s, 949.43hPa, 31.39°C, 547.00m; (sol) 
 - : 1599, 982s, 949.46hPa, 31.37°C, 547.00m; (sol) 
 - : 1600, 982s, 949.41hPa, 31.37°C, 547.00m; (sol) 
 - : 1601, 983s, 949.36hPa, 31.36°C, 547.00m; (sol) 
 - : 1602, 983s, 949.35hPa, 31.33°C, 547.00m; (sol) 
 - : 1603, 984s, 949.39hPa, 31.34°C, 547.00m; (sol) 
 - : 1604, 985s, 949.35hPa, 31.33°C, 547.00m; (sol) 
 - : 1605, 985s, 949.38hPa, 31.28°C, 547.00m; (sol) 
 - : 1606, 986s, 949.39hPa, 31.24°C, 547.00m; (sol) 
 - : 1607, 986s, 949.34hPa, 31.23°C, 547.00m; (sol) 
 - : 1608, 987s, 949.32hPa, 31.22°C, 548.00m; (sol) 
 - : 1609, 988s, 949.34hPa, 31.19°C, 547.00m; (sol) 
 - : 1610, 988s, 949.40hPa, 31.17°C, 547.00m; (sol) 
 - : 1611, 989s, 949.38hPa, 31.15°C, 547.00m; (sol) 
 - : 1612, 989s, 949.38hPa, 31.14°C, 547.00m; (sol) 
 - : 1613, 990s, 949.40hPa, 31.09°C, 547.00m; (sol) 
 - : 1614, 991s, 949.32hPa, 31.02°C, 547.00m; (sol) 
 - : 1615, 991s, 949.19hPa, 30.97°C, 548.00m; (sol) 
 - : 1616, 992s, 949.39hPa, 30.99°C, 547.00m; (sol) 
 - : 1617, 993s, 949.37hPa, 30.96°C, 547.00m; (sol) 
 - : 1618, 993s, 949.29hPa, 30.92°C, 548.00m; (sol) 
 - : 1619, 994s, 949.36hPa, 30.89°C, 547.00m; (sol) 
 - : 1620, 994s, 949.34hPa, 30.88°C, 547.00m; (sol) 
 - : 1621, 995s, 949.32hPa, 30.85°C, 547.00m; (sol) 
 - : 1622, 996s, 949.36hPa, 30.83°C, 548.00m; (sol) 
 - : 1623, 996s, 949.34hPa, 30.78°C, 547.00m; (sol) 
 - : 1624, 997s, 949.33hPa, 30.73°C, 546.00m; (sol) 
 - : 1625, 997s, 949.33hPa, 30.69°C, 547.00m; (sol) 
 - : 1626, 998s, 949.31hPa, 30.64°C, 547.00m; (sol) 
 - : 1627, 999s, 949.32hPa, 30.61°C, 547.00m; (sol) 
 - : 1628, 999s, 949.40hPa, 30.64°C, 547.00m; (sol) 
 - : 1629, 1000s, 949.48hPa, 30.62°C, 547.00m; (sol) 
 - : 1630, 1001s, 949.35hPa, 30.59°C, 547.00m; (sol) 
 - : 1631, 1001s, 949.40hPa, 30.56°C, 547.00m; (sol) 
 - : 1632, 1002s, 949.35hPa, 30.47°C, 547.00m; (sol) 
 - : 1633, 1002s, 949.35hPa, 30.47°C, 547.00m; (sol) 
 - : 1634, 1003s, 949.37hPa, 30.43°C, 547.00m; (sol) 
 - : 1635, 1004s, 949.28hPa, 30.37°C, 548.00m; (sol) 
 - : 1636, 1004s, 949.31hPa, 30.37°C, 547.00m; (sol) 
 - : 1637, 1005s, 949.34hPa, 30.27°C, 547.00m; (sol) 
 - : 1638, 1005s, 949.35hPa, 30.22°C, 547.00m; (sol) 
 - : 1639, 1006s, 949.34hPa, 30.19°C, 547.00m; (sol) 
 - : 1640, 1007s, 949.41hPa, 30.14°C, 547.00m; (sol) 
 - : 1641, 1007s, 949.44hPa, 30.14°C, 548.00m; (sol) 
 - : 1642, 1008s, 949.40hPa, 30.09°C, 548.00m; (sol) 
 - : 1643, 1009s, 949.39hPa, 30.11°C, 547.00m; (sol) 
 - : 1644, 1009s, 949.45hPa, 30.09°C, 546.00m; (sol) 
 - : 1645, 1010s, 949.48hPa, 30.06°C, 547.00m; (sol) 
 - : 1646, 1010s, 949.35hPa, 30.02°C, 548.00m; (sol) 
 - : 1647, 1011s, 949.37hPa, 29.94°C, 547.00m; (sol) 
 - : 1648, 1012s, 949.35hPa, 29.91°C, 547.00m; (sol) 
 - : 1649, 1012s, 949.38hPa, 29.87°C, 547.00m; (sol) 
 - : 1650, 1013s, 949.38hPa, 29.83°C, 547.00m; (sol) 
 - : 1651, 1014s, 949.54hPa, 29.79°C, 546.00m; (sol) 
 - : 1652, 1014s, 949.50hPa, 29.78°C, 547.00m; (sol) 
 - : 1653, 1015s, 949.52hPa, 29.73°C, 546.00m; (sol) 
 - : 1654, 1015s, 949.47hPa, 29.72°C, 546.00m; (sol) 
 - : 1655, 1016s, 949.46hPa, 29.71°C, 546.00m; (sol) 
 - : 1656, 1017s, 949.48hPa, 29.69°C, 546.00m; (sol) 
 - : 1657, 1017s, 949.36hPa, 29.64°C, 547.00m; (sol) 
 - : 1658, 1018s, 949.34hPa, 29.63°C, 547.00m; (sol) 
 - : 1659, 1018s, 949.37hPa, 29.61°C, 546.00m; (sol) 
 - : 1660, 1019s, 949.45hPa, 29.59°C, 547.00m; (sol) 
 - : 1661, 1020s, 949.45hPa, 29.57°C, 546.00m; (sol) 
 - : 1662, 1020s, 949.46hPa, 29.53°C, 547.00m; (sol) 
 - : 1663, 1021s, 949.40hPa, 29.51°C, 546.00m; (sol) 
 - : 1664, 1022s, 949.37hPa, 29.49°C, 546.00m; (sol) 
 - : 1665, 1022s, 949.49hPa, 29.46°C, 546.00m; (sol) 
 - : 1666, 1023s, 949.42hPa, 29.45°C, 547.00m; (sol) 
 - : 1667, 1023s, 949.47hPa, 29.44°C, 546.00m; (sol) 
 - : 1668, 1024s, 949.46hPa, 29.42°C, 546.00m; (sol) 
 - : 1669, 1025s, 949.39hPa, 29.37°C, 546.00m; (sol) 
 - : 1670, 1025s, 949.46hPa, 29.38°C, 547.00m; (sol) 
 - : 1671, 1026s, 949.54hPa, 29.36°C, 547.00m; (sol) 
 - : 1672, 1026s, 949.50hPa, 29.33°C, 547.00m; (sol) 
 - : 1673, 1027s, 949.48hPa, 29.29°C, 546.00m; (sol) 
 - : 1674, 1028s, 949.45hPa, 29.28°C, 546.00m; (sol) 
 - : 1675, 1028s, 949.51hPa, 29.27°C, 546.00m; (sol) 
 - : 1676, 1029s, 949.50hPa, 29.25°C, 546.00m; (sol) 
 - : 1677, 1029s, 949.47hPa, 29.23°C, 546.00m; (sol) 
 - : 1678, 1030s, 949.56hPa, 29.23°C, 546.00m; (sol) 
 - : 1679, 1031s, 949.56hPa, 29.26°C, 546.00m; (sol) 
 - : 1680, 1031s, 949.51hPa, 29.24°C, 546.00m; (sol) 
 - : 1681, 1032s, 949.46hPa, 29.24°C, 546.00m; (sol) 
 - : 1682, 1032s, 949.47hPa, 29.23°C, 545.00m; (sol) 
 - : 1683, 1033s, 949.45hPa, 29.24°C, 546.00m; (sol) 
 - : 1684, 1034s, 949.48hPa, 29.22°C, 546.00m; (sol) 
 - : 1685, 1034s, 949.47hPa, 29.21°C, 546.00m; (sol) 
 - : 1686, 1035s, 949.54hPa, 29.20°C, 546.00m; (sol) 
 - : 1687, 1036s, 949.56hPa, 29.18°C, 545.00m; (sol) 
 - : 1688, 1036s, 949.47hPa, 29.15°C, 546.00m; (sol) 
 - : 1689, 1037s, 949.43hPa, 29.15°C, 546.00m; (sol) 
 - : 1690, 1037s, 949.48hPa, 29.14°C, 547.00m; (sol) 
 - : 1691, 1038s, 949.43hPa, 29.14°C, 548.00m; (sol) 
 - : 1692, 1039s, 949.46hPa, 29.13°C, 546.00m; (sol) 
 - : 1693, 1039s, 949.48hPa, 29.12°C, 546.00m; (sol) 
 - : 1694, 1040s, 949.53hPa, 29.11°C, 546.00m; (sol) 
 - : 1695, 1040s, 949.44hPa, 29.10°C, 546.00m; (sol) 
 - : 1696, 1041s, 949.33hPa, 29.08°C, 547.00m; (sol) 
 - : 1697, 1042s, 949.42hPa, 29.08°C, 546.00m; (sol) 
 - : 1698, 1042s, 949.42hPa, 29.06°C, 547.00m; (sol) 
 - : 1699, 1043s, 949.36hPa, 29.06°C, 547.00m; (sol) 
 - : 1700, 1043s, 949.52hPa, 29.05°C, 546.00m; (sol) 
 - : 1701, 1044s, 949.44hPa, 29.04°C, 547.00m; (sol) 
 - : 1702, 1045s, 949.48hPa, 29.02°C, 546.00m; (sol) 
 - : 1703, 1045s, 949.41hPa, 29.00°C, 547.00m; (sol) 
 - : 1704, 1046s, 949.45hPa, 29.01°C, 547.00m; (sol) 
 - : 1705, 1047s, 949.45hPa, 29.00°C, 546.00m; (sol) 
 - : 1706, 1047s, 949.40hPa, 28.99°C, 546.00m; (sol) 
 - : 1707, 1048s, 949.41hPa, 28.98°C, 546.00m; (sol) 
 - : 1708, 1048s, 949.41hPa, 28.98°C, 547.00m; (sol) 
 - : 1709, 1049s, 949.36hPa, 28.98°C, 546.00m; (sol) 
 - : 1710, 1050s, 949.44hPa, 28.98°C, 546.00m; (sol) 
 - : 1711, 1050s, 949.41hPa, 28.98°C, 547.00m; (sol) 
 - : 1712, 1051s, 949.33hPa, 28.96°C, 547.00m; (sol) 
 - : 1713, 1052s, 949.39hPa, 28.96°C, 547.00m; (sol) 
 - : 1714, 1052s, 949.44hPa, 28.96°C, 547.00m; (sol) 
 - : 1715, 1053s, 949.39hPa, 28.96°C, 547.00m; (sol) 
